Catégorie,Date de commande,Segment,Objectif de vente
Fournitures de bureau,25-08-2015,Entreprise individuelle,38
Fournitures de bureau,25-08-2015,Grand public,1827
Mobilier,25-08-2015,Entreprise individuelle,714
Produits technologiques,25-08-2015,Entreprise,982
Produits technologiques,25-08-2015,Grand public,104
Fournitures de bureau,26-08-2015,Entreprise,216
Fournitures de bureau,26-08-2015,Entreprise individuelle,48
Fournitures de bureau,26-08-2015,Grand public,380
Mobilier,26-08-2015,Entreprise,598
Produits technologiques,26-08-2015,Entreprise,447
Produits technologiques,26-08-2015,Grand public,155
Fournitures de bureau,27-08-2015,Entreprise,873
Fournitures de bureau,27-08-2015,Entreprise individuelle,329
Fournitures de bureau,27-08-2015,Grand public,271
Mobilier,27-08-2015,Grand public,141
Produits technologiques,27-08-2015,Entreprise,608
Fournitures de bureau,28-08-2015,Entreprise,31
Fournitures de bureau,28-08-2015,Entreprise individuelle,505
Fournitures de bureau,28-08-2015,Grand public,697
Mobilier,28-08-2015,Entreprise individuelle,632
Produits technologiques,28-08-2015,Entreprise,755
Produits technologiques,28-08-2015,Entreprise individuelle,1001
Produits technologiques,28-08-2015,Grand public,198
Fournitures de bureau,29-08-2015,Entreprise,614
Fournitures de bureau,29-08-2015,Entreprise individuelle,22
Fournitures de bureau,29-08-2015,Grand public,1176
Mobilier,29-08-2015,Grand public,2259
Produits technologiques,29-08-2015,Entreprise,61
Produits technologiques,29-08-2015,Entreprise individuelle,5298
Produits technologiques,29-08-2015,Grand public,1626
Fournitures de bureau,30-08-2015,Entreprise,280
Fournitures de bureau,30-08-2015,Grand public,166
Mobilier,30-08-2015,Grand public,2582
Fournitures de bureau,31-08-2015,Entreprise individuelle,51
Fournitures de bureau,01-09-2015,Entreprise,143
Fournitures de bureau,01-09-2015,Entreprise individuelle,1106
Fournitures de bureau,01-09-2015,Grand public,667
Mobilier,01-09-2015,Grand public,70
Produits technologiques,01-09-2015,Entreprise,622
Produits technologiques,01-09-2015,Entreprise individuelle,3038
Produits technologiques,01-09-2015,Grand public,729
Fournitures de bureau,02-09-2015,Entreprise,756
Fournitures de bureau,02-09-2015,Grand public,1536
Mobilier,02-09-2015,Entreprise,2501
Mobilier,02-09-2015,Grand public,1143
Produits technologiques,02-09-2015,Entreprise,101
Produits technologiques,02-09-2015,Grand public,1954
Fournitures de bureau,03-09-2015,Entreprise,346
Fournitures de bureau,03-09-2015,Grand public,872
Mobilier,03-09-2015,Entreprise,314
Mobilier,03-09-2015,Grand public,215
Produits technologiques,03-09-2015,Entreprise,1189
Produits technologiques,03-09-2015,Grand public,254
Fournitures de bureau,04-09-2015,Entreprise,934
Fournitures de bureau,04-09-2015,Grand public,930
Mobilier,04-09-2015,Entreprise individuelle,2181
Mobilier,04-09-2015,Grand public,2813
Produits technologiques,04-09-2015,Entreprise,844
Produits technologiques,04-09-2015,Grand public,184
Fournitures de bureau,05-09-2015,Entreprise,94
Fournitures de bureau,05-09-2015,Entreprise individuelle,7
Fournitures de bureau,05-09-2015,Grand public,1685
Produits technologiques,05-09-2015,Entreprise individuelle,330
Fournitures de bureau,06-09-2015,Entreprise individuelle,37
Fournitures de bureau,06-09-2015,Grand public,1746
Mobilier,06-09-2015,Entreprise individuelle,1477
Mobilier,06-09-2015,Grand public,1141
Produits technologiques,06-09-2015,Entreprise,267
Produits technologiques,06-09-2015,Entreprise individuelle,351
Produits technologiques,06-09-2015,Grand public,2188
Fournitures de bureau,08-09-2015,Entreprise,7861
Fournitures de bureau,08-09-2015,Entreprise individuelle,84
Fournitures de bureau,08-09-2015,Grand public,121
Mobilier,08-09-2015,Grand public,991
Produits technologiques,08-09-2015,Entreprise,2336
Fournitures de bureau,09-09-2015,Entreprise,567
Fournitures de bureau,09-09-2015,Entreprise individuelle,494
Fournitures de bureau,09-09-2015,Grand public,40
Mobilier,09-09-2015,Grand public,99
Produits technologiques,09-09-2015,Grand public,829
Fournitures de bureau,10-09-2015,Entreprise,16
Fournitures de bureau,10-09-2015,Grand public,396
Mobilier,10-09-2015,Entreprise,57
Produits technologiques,10-09-2015,Entreprise,688
Produits technologiques,10-09-2015,Grand public,220
Fournitures de bureau,11-09-2015,Entreprise,846
Fournitures de bureau,11-09-2015,Entreprise individuelle,340
Fournitures de bureau,11-09-2015,Grand public,1139
Mobilier,11-09-2015,Entreprise,2434
Produits technologiques,11-09-2015,Entreprise,580
Produits technologiques,11-09-2015,Entreprise individuelle,431
Produits technologiques,11-09-2015,Grand public,529
Fournitures de bureau,12-09-2015,Entreprise,352
Fournitures de bureau,12-09-2015,Entreprise individuelle,253
Fournitures de bureau,12-09-2015,Grand public,133
Mobilier,12-09-2015,Entreprise,250
Mobilier,12-09-2015,Entreprise individuelle,516
Mobilier,12-09-2015,Grand public,1154
Produits technologiques,12-09-2015,Entreprise,285
Produits technologiques,12-09-2015,Entreprise individuelle,891
Produits technologiques,12-09-2015,Grand public,176
Fournitures de bureau,13-09-2015,Entreprise individuelle,572
Fournitures de bureau,15-09-2015,Entreprise,43
Fournitures de bureau,15-09-2015,Grand public,1299
Mobilier,15-09-2015,Entreprise individuelle,47
Mobilier,15-09-2015,Grand public,913
Produits technologiques,15-09-2015,Entreprise,295
Produits technologiques,15-09-2015,Grand public,1069
Fournitures de bureau,16-09-2015,Entreprise,1551
Fournitures de bureau,16-09-2015,Entreprise individuelle,187
Fournitures de bureau,16-09-2015,Grand public,892
Mobilier,16-09-2015,Entreprise individuelle,311
Mobilier,16-09-2015,Grand public,103
Produits technologiques,16-09-2015,Entreprise,579
Produits technologiques,16-09-2015,Entreprise individuelle,2683
Produits technologiques,16-09-2015,Grand public,1603
Fournitures de bureau,17-09-2015,Entreprise,49
Fournitures de bureau,17-09-2015,Entreprise individuelle,97
Fournitures de bureau,17-09-2015,Grand public,401
Mobilier,17-09-2015,Entreprise,459
Mobilier,17-09-2015,Entreprise individuelle,2180
Mobilier,17-09-2015,Grand public,1393
Produits technologiques,17-09-2015,Entreprise,907
Produits technologiques,17-09-2015,Grand public,1448
Fournitures de bureau,18-09-2015,Entreprise,616
Fournitures de bureau,18-09-2015,Grand public,456
Mobilier,18-09-2015,Entreprise,4154
Produits technologiques,18-09-2015,Grand public,168
Fournitures de bureau,19-09-2015,Entreprise,718
Fournitures de bureau,19-09-2015,Entreprise individuelle,98
Fournitures de bureau,19-09-2015,Grand public,814
Produits technologiques,19-09-2015,Entreprise,1605
Produits technologiques,19-09-2015,Grand public,1262
Fournitures de bureau,20-09-2015,Entreprise,275
Fournitures de bureau,20-09-2015,Grand public,672
Mobilier,20-09-2015,Grand public,1990
Produits technologiques,20-09-2015,Grand public,462
Fournitures de bureau,21-09-2015,Entreprise individuelle,59
Produits technologiques,21-09-2015,Entreprise individuelle,662
Fournitures de bureau,22-09-2015,Entreprise,799
Fournitures de bureau,22-09-2015,Grand public,500
Fournitures de bureau,23-09-2015,Entreprise,598
Fournitures de bureau,23-09-2015,Entreprise individuelle,210
Fournitures de bureau,23-09-2015,Grand public,12
Mobilier,23-09-2015,Entreprise,985
Mobilier,23-09-2015,Entreprise individuelle,660
Mobilier,23-09-2015,Grand public,126
Produits technologiques,23-09-2015,Entreprise,504
Produits technologiques,23-09-2015,Entreprise individuelle,347
Fournitures de bureau,24-09-2015,Entreprise,1464
Fournitures de bureau,24-09-2015,Entreprise individuelle,210
Mobilier,24-09-2015,Entreprise individuelle,1787
Produits technologiques,24-09-2015,Entreprise individuelle,529
Fournitures de bureau,25-09-2015,Entreprise,395
Fournitures de bureau,25-09-2015,Entreprise individuelle,737
Fournitures de bureau,25-09-2015,Grand public,1478
Produits technologiques,25-09-2015,Entreprise individuelle,573
Produits technologiques,25-09-2015,Grand public,970
Fournitures de bureau,26-09-2015,Entreprise,398
Fournitures de bureau,26-09-2015,Entreprise individuelle,17
Fournitures de bureau,26-09-2015,Grand public,565
Mobilier,26-09-2015,Grand public,1214
Produits technologiques,26-09-2015,Entreprise,77
Produits technologiques,26-09-2015,Grand public,708
Fournitures de bureau,27-09-2015,Entreprise individuelle,720
Fournitures de bureau,27-09-2015,Grand public,46
Mobilier,27-09-2015,Entreprise individuelle,161
Produits technologiques,27-09-2015,Entreprise individuelle,613
Fournitures de bureau,28-09-2015,Grand public,1047
Mobilier,28-09-2015,Grand public,4032
Fournitures de bureau,29-09-2015,Entreprise,77
Fournitures de bureau,29-09-2015,Grand public,325
Mobilier,29-09-2015,Entreprise,111
Mobilier,29-09-2015,Grand public,132
Produits technologiques,29-09-2015,Entreprise,3457
Fournitures de bureau,30-09-2015,Entreprise,542
Fournitures de bureau,30-09-2015,Entreprise individuelle,67
Fournitures de bureau,30-09-2015,Grand public,33
Mobilier,30-09-2015,Entreprise,213
Mobilier,30-09-2015,Entreprise individuelle,347
Produits technologiques,30-09-2015,Entreprise,367
Produits technologiques,30-09-2015,Grand public,1008
Mobilier,01-10-2015,Grand public,81
Produits technologiques,01-10-2015,Entreprise individuelle,285
Produits technologiques,01-10-2015,Grand public,143
Fournitures de bureau,02-10-2015,Entreprise,39
Fournitures de bureau,02-10-2015,Entreprise individuelle,1030
Mobilier,02-10-2015,Entreprise individuelle,242
Produits technologiques,02-10-2015,Entreprise,838
Produits technologiques,02-10-2015,Entreprise individuelle,523
Fournitures de bureau,03-10-2015,Entreprise,1858
Fournitures de bureau,03-10-2015,Grand public,419
Produits technologiques,03-10-2015,Grand public,795
Fournitures de bureau,05-10-2015,Entreprise,48
Fournitures de bureau,06-10-2015,Entreprise,122
Fournitures de bureau,06-10-2015,Entreprise individuelle,84
Fournitures de bureau,06-10-2015,Grand public,135
Mobilier,06-10-2015,Entreprise individuelle,237
Mobilier,06-10-2015,Grand public,365
Produits technologiques,06-10-2015,Entreprise individuelle,2071
Produits technologiques,06-10-2015,Grand public,633
Fournitures de bureau,07-10-2015,Entreprise,111
Fournitures de bureau,07-10-2015,Grand public,243
Mobilier,07-10-2015,Entreprise,645
Mobilier,07-10-2015,Grand public,384
Produits technologiques,07-10-2015,Grand public,2119
Fournitures de bureau,08-10-2015,Grand public,11
Mobilier,08-10-2015,Grand public,98
Produits technologiques,08-10-2015,Grand public,478
Produits technologiques,09-10-2015,Grand public,138
Fournitures de bureau,10-10-2015,Entreprise,25
Fournitures de bureau,10-10-2015,Entreprise individuelle,78
Fournitures de bureau,10-10-2015,Grand public,22
Mobilier,10-10-2015,Grand public,69
Fournitures de bureau,11-10-2015,Entreprise individuelle,285
Mobilier,11-10-2015,Grand public,304
Produits technologiques,11-10-2015,Grand public,186
Fournitures de bureau,13-10-2015,Entreprise,293
Fournitures de bureau,13-10-2015,Entreprise individuelle,1994
Fournitures de bureau,13-10-2015,Grand public,966
Mobilier,13-10-2015,Grand public,1199
Produits technologiques,13-10-2015,Entreprise,2732
Produits technologiques,13-10-2015,Entreprise individuelle,531
Produits technologiques,13-10-2015,Grand public,4400
Fournitures de bureau,14-10-2015,Entreprise,1131
Fournitures de bureau,14-10-2015,Grand public,397
Produits technologiques,14-10-2015,Entreprise,154
Produits technologiques,14-10-2015,Grand public,227
Fournitures de bureau,15-10-2015,Grand public,1223
Produits technologiques,15-10-2015,Grand public,1319
Fournitures de bureau,16-10-2015,Entreprise individuelle,44
Fournitures de bureau,16-10-2015,Grand public,127
Fournitures de bureau,17-10-2015,Entreprise individuelle,532
Fournitures de bureau,17-10-2015,Grand public,143
Mobilier,17-10-2015,Grand public,583
Produits technologiques,17-10-2015,Entreprise,1592
Produits technologiques,17-10-2015,Entreprise individuelle,1584
Produits technologiques,18-10-2015,Entreprise individuelle,1145
Produits technologiques,18-10-2015,Grand public,449
Fournitures de bureau,19-10-2015,Grand public,441
Mobilier,19-10-2015,Grand public,436
Fournitures de bureau,20-10-2015,Entreprise,572
Fournitures de bureau,20-10-2015,Entreprise individuelle,54
Fournitures de bureau,20-10-2015,Grand public,471
Mobilier,20-10-2015,Grand public,770
Produits technologiques,20-10-2015,Entreprise,437
Produits technologiques,20-10-2015,Grand public,201
Fournitures de bureau,21-10-2015,Entreprise individuelle,572
Fournitures de bureau,21-10-2015,Grand public,329
Mobilier,21-10-2015,Entreprise individuelle,384
Produits technologiques,21-10-2015,Grand public,489
Fournitures de bureau,22-10-2015,Entreprise,155
Fournitures de bureau,22-10-2015,Grand public,438
Produits technologiques,22-10-2015,Grand public,836
Fournitures de bureau,23-10-2015,Entreprise,145
Fournitures de bureau,23-10-2015,Entreprise individuelle,331
Fournitures de bureau,23-10-2015,Grand public,96
Mobilier,23-10-2015,Entreprise,300
Produits technologiques,23-10-2015,Entreprise,566
Produits technologiques,23-10-2015,Grand public,974
Fournitures de bureau,24-10-2015,Entreprise,61
Fournitures de bureau,24-10-2015,Grand public,1069
Mobilier,24-10-2015,Entreprise,151
Produits technologiques,24-10-2015,Grand public,1245
Fournitures de bureau,27-10-2015,Entreprise,139
Fournitures de bureau,27-10-2015,Entreprise individuelle,82
Mobilier,27-10-2015,Entreprise,851
Mobilier,27-10-2015,Grand public,745
Produits technologiques,27-10-2015,Entreprise,233
Produits technologiques,27-10-2015,Grand public,396
Fournitures de bureau,28-10-2015,Entreprise,66
Fournitures de bureau,28-10-2015,Grand public,148
Produits technologiques,28-10-2015,Grand public,2811
Fournitures de bureau,29-10-2015,Grand public,929
Produits technologiques,29-10-2015,Grand public,1118
Fournitures de bureau,30-10-2015,Entreprise individuelle,49
Fournitures de bureau,30-10-2015,Grand public,1261
Mobilier,30-10-2015,Grand public,453
Produits technologiques,30-10-2015,Entreprise,1181
Produits technologiques,30-10-2015,Grand public,1361
Fournitures de bureau,31-10-2015,Entreprise individuelle,136
Fournitures de bureau,31-10-2015,Grand public,49
Produits technologiques,31-10-2015,Entreprise individuelle,237
Fournitures de bureau,01-11-2015,Entreprise,100
Produits technologiques,01-11-2015,Entreprise,507
Produits technologiques,01-11-2015,Entreprise individuelle,51
Mobilier,02-11-2015,Entreprise,256
Produits technologiques,02-11-2015,Entreprise,603
Fournitures de bureau,03-11-2015,Entreprise,29
Fournitures de bureau,03-11-2015,Entreprise individuelle,495
Fournitures de bureau,03-11-2015,Grand public,63
Produits technologiques,03-11-2015,Entreprise individuelle,1303
Produits technologiques,03-11-2015,Grand public,207
Fournitures de bureau,04-11-2015,Entreprise,69
Fournitures de bureau,04-11-2015,Grand public,28
Produits technologiques,04-11-2015,Entreprise,827
Fournitures de bureau,05-11-2015,Entreprise,44
Fournitures de bureau,05-11-2015,Grand public,540
Mobilier,05-11-2015,Grand public,1677
Produits technologiques,05-11-2015,Grand public,200
Fournitures de bureau,06-11-2015,Entreprise,536
Fournitures de bureau,06-11-2015,Grand public,706
Mobilier,06-11-2015,Entreprise,489
Mobilier,06-11-2015,Grand public,587
Produits technologiques,06-11-2015,Entreprise,118
Fournitures de bureau,07-11-2015,Entreprise,945
Fournitures de bureau,07-11-2015,Entreprise individuelle,904
Fournitures de bureau,07-11-2015,Grand public,1566
Mobilier,07-11-2015,Entreprise,650
Produits technologiques,07-11-2015,Entreprise,693
Produits technologiques,07-11-2015,Grand public,463
Fournitures de bureau,08-11-2015,Entreprise individuelle,688
Fournitures de bureau,08-11-2015,Grand public,192
